Time,Intensity
0.855833352,58.12064362
,
0.857500017,47.26194382
,
0.859166682,60.05690765
,
0.860833347,54.06935883
,
0.862500012,50.26163864
,
0.864166677,56.16763306
,
0.865833342,55.77662277
,
0.867500007,55.0799675
,
0.869166672,56.13631821
,
0.870833337,53.22480011
,
0.872500062,50.57769012
,
0.874166668,50.27749252
,
0.875833333,55.4988327
,
0.877499998,60.1292572
,
0.879166663,50.65697479
,
0.880833387,50.33671188
,
0.882499993,52.96326065
,
0.884166658,56.76467896
,
0.885833383,58.60590744
,
0.887499988,53.51646805
,
0.889166713,51.56906128
,
0.890833318,56.8470192
,
0.892499983,50.80565262
,
0.894166708,57.29496002
,
0.895833314,54.95594025
,
0.897500038,49.41231537
,
0.899166703,59.49332809
,
0.900833309,56.56223297
,
0.902500033,51.15830231
,
0.904166639,55.46307755
,
0.905833364,51.68509674
,
0.907500029,58.93635559
,
0.909166634,56.92567825
,
0.910833359,51.43032074
,
0.912500024,55.42356873
,
0.914166689,47.88158035
,
0.915833354,48.60364914
,
0.91749996,61.82472992
,
0.919166684,46.36427689
,
0.920833349,50.74106979
,
0.922500014,51.74618149
,
0.924166679,48.31566238
,
0.925833345,59.32346344
,
0.92750001,52.66155243
,
0.929166675,49.61013412
,
0.930833399,55.96876907
,
0.932500005,58.55688095
,
0.93416667,50.72105026
,
0.935833335,53.62743378
,
0.9375,55.34867859
,
0.939166725,54.8673172
,
0.94083333,54.97771072
,
0.942499995,52.76825333
,
0.94416672,58.52674103
,
0.945833325,54.61318588
,
0.94750005,55.43355179
,
0.949166656,50.36138535
,
0.950833321,55.80683899
,
0.952500045,54.30228424
,
0.954166651,48.21118927
,
0.955833376,61.08729172
,
0.957500041,53.33781433
,
0.959166646,53.47236252
,
0.960833371,54.96821594
,
0.962499976,47.97505569
,
0.964166701,52.64761734
,
0.965833366,47.59033966
,
0.967499971,55.60544205
,
0.969166696,52.02836609
,
0.970833361,60.1627655
,
0.972500026,51.54297638
,
0.974166691,53.11097717
,
0.975833297,48.58944702
,
0.977500022,56.43280029
,
0.979166687,59.94220734
,
0.980833352,55.18888474
,
0.982500017,54.51165009
,
0.984166682,51.53382111
,
0.985833347,55.69319153
,
0.987500012,52.5597496
,
0.989166677,60.41271973
,
0.990833342,55.33027267
,
0.992500007,55.11108017
,
0.994166672,48.82246017
,
0.995833337,49.92531204
,
0.997500062,54.8436203
,
0.999166668,52.09365845
,
1.000833273,57.19431686
,
1.002500057,55.19742203
,
1.004166722,50.45135498
,
1.005833387,55.49565506
,
1.007500052,52.30335999
,
1.009166598,49.79793549
,
1.010833383,52.24920273
,
1.012500048,53.59750748
,
1.014166713,50.13464355
,
1.015833378,51.66950226
,
1.017500043,55.96715927
,
1.019166708,50.75268936
,
1.020833373,57.5207901
,
1.022500038,51.95905685
,
1.024166703,53.0460434
,
1.025833368,50.98640442
,
1.027500033,52.16703796
,
1.029166698,64.346138
,
1.030833364,55.51848602
,
1.032500029,50.23851776
,
1.034166694,59.12525177
,
1.035833359,49.64277267
,
1.037500024,56.27501678
,
1.039166689,51.27779007
,
1.040833354,48.12089539
,
1.042500019,54.26176071
,
1.044166684,58.76151657
,
1.045833349,54.52969742
,
1.047500014,60.77728653
,
1.049166679,59.61152267
,
1.050833344,49.48281479
,
1.05250001,52.68535233
,
1.054166675,51.06061554
,
1.05583334,56.80200577
,
1.057500005,54.05495071
,
1.05916667,60.90893936
,
1.060833335,51.85011292
,
1.0625,53.08493423
,
1.064166665,58.19625473
,
1.06583333,57.41249084
,
1.067499995,55.09669495
,
1.06916666,54.13905334
,
1.070833325,56.13312531
,
1.07249999,62.28211212
,
1.074166775,53.12678528
,
1.07583344,53.49600983
,
1.077499986,51.6298027
,
1.079166651,50.81382751
,
1.080833316,62.4479332
,
1.0825001,51.23333359
,
1.084166765,54.63957977
,
1.085833311,55.32224655
,
1.087499976,54.1142807
,
1.089166641,52.20233917
,
1.090833426,49.09906769
,
1.092500091,48.53284454
,
1.094166636,55.40296173
,
1.095833302,57.15435791
,
1.097499967,54.39148331
,
1.099166751,53.90764236
,
1.100833416,57.11816025
,
1.102500081,59.14412308
,
1.104166627,55.35952759
,
1.105833292,54.23390579
,
1.107500076,50.38375092
,
1.109166741,50.14957428
,
1.110833406,50.84688568
,
1.112499952,53.09044266
,
1.114166617,52.6652298
,
1.115833402,58.79006958
,
1.117500067,47.07275772
,
1.119166732,54.5107193
,
1.120833278,52.22688293
,
1.122499943,54.50315857
,
1.124166727,54.67436218
,
1.125833392,46.99939728
,
1.127500057,57.3154335
,
1.129166722,54.92493439
,
1.130833268,51.75502777
,
1.132500052,49.44656754
,
1.134166718,55.74958801
,
1.135833383,49.91075516
,
1.137500048,62.2865181
,
1.139166594,51.54948425
,
1.140833378,55.41296387
,
1.142500043,54.0449028
,
1.144166708,54.72603989
,
1.145833373,62.73300171
,
1.147499919,53.32048798
,
1.149166703,58.52775574
,
1.150833368,55.00520325
,
1.152500033,52.86561203
,
1.154166698,48.57143021
,
1.155833364,57.07770157
,
1.157500029,51.35243607
,
1.159166694,52.07913971
,
1.160833359,55.97309494
,
1.162500024,47.86477661
,
1.164166689,53.02467346
,
1.165833354,52.41466141
,
1.167500019,58.45898819
,
1.169166684,49.74065781
,
1.170833349,55.50555038
,
1.172500014,54.95361328
,
1.174166799,48.40935898
,
1.175833344,58.1799736
,
1.17750001,53.96312714
,
1.179166675,55.76220703
,
1.18083334,58.32688522
,
1.182500124,53.64778137
,
1.18416667,56.06917191
,
1.185833335,51.57024765
,
1.1875,59.77393723
,
1.189166665,54.15089035
,
1.190833449,53.31312943
,
1.192499995,49.74891281
,
1.19416666,55.1173172
,
1.195833325,57.2658844
,
1.19749999,57.89737701
,
1.199166775,50.23506546
,
1.20083344,58.82551193
,
1.202499986,53.64691925
,
1.204166651,55.67437744
,
1.205833316,51.91346741
,
1.2075001,50.3176384
,
1.209166765,50.16256332
,
1.210833311,60.67438126
,
1.212499976,54.42984772
,
1.214166641,52.33219528
,
1.215833426,51.00891113
,
1.217500091,49.1189003
,
1.219166636,52.35169983
,
1.220833302,55.79291916
,
1.222499967,50.11336517
,
1.224166751,57.23860931
,
1.225833416,53.72535706
,
1.227500081,50.6316452
,
1.229166627,52.83744431
,
1.230833292,50.99225235
,
1.232500076,53.66785049
,
1.234166741,48.06835938
,
1.235833406,52.35479355
,
1.237499952,49.7180748
,
1.239166617,57.4906311
,
1.240833402,53.01919556
,
1.242500067,52.87348557
,
1.244166732,53.07975006
,
1.245833278,54.65956116
,
1.247499943,55.10012054
,
1.249166727,56.94753265
,
1.250833392,53.54701996
,
1.252500057,54.54423904
,
1.254166722,50.27397919
,
1.255833268,57.67557144
,
1.257500052,58.34360123
,
1.259166718,59.88936615
,
1.260833383,53.14376068
,
1.262500048,54.69964218
,
1.264166594,58.55078125
,
1.265833378,53.95417786
,
1.267500043,55.18237686
,
1.269166708,58.2196312
,
1.270833373,51.98308563
,
1.272499919,55.05822372
,
1.274166703,55.22782898
,
1.275833368,54.56607437
,
1.277500033,58.64313126
,
1.279166698,56.73588562
,
1.280833364,56.17864609
,
1.282500029,51.91220093
,
1.284166694,53.57963181
,
1.285833359,51.35881805
,
1.287500024,54.03158951
,
1.289166689,51.9009285
,
1.290833354,54.55506516
,
1.292500019,60.97477341
,
1.294166684,52.84024811
,
1.295833349,53.74743652
,
1.297500014,53.94052887
,
1.299166799,57.99590302
,
1.300833344,52.95713425
,
1.30250001,45.34021759
,
1.304166675,57.92764282
,
1.30583334,44.96233368
,
1.307500124,54.21100235
,
1.30916667,55.7820015
,
1.310833335,51.79111099
,
